text_id	text	label	metadata__party	metadata__year	metadata__split
3594	This is a scheme that will receive the highest priority .	pledge	INC	1999	train
429	Reorganize Ministry of Health and Family Welfare in order to converge various departments dealing in healthcare, food and nutrition and pharmaceuticals, for effective delivery of healthcare services .	pledge	BJP	2014	train
5159	All public services and public spaces, government offices and private premises will be made inclusive and accessible to persons with disabilities .	no pledge	INC	2019	train
3084	Academic excellence and professional competence would be the sole criteria for all appointments to bodies like the ICHR, ICSSR, UGC, NCERT, etc .	no pledge	INC	2004	train
4522	Hon'ble Prime Minister Shri Narendra Modi has demonstrated his commitment that when India celebrates its 75th year of independence in 2022, we will take the message of transformation to every Indian .	no pledge	BJP	2019	train
4933	Congress promises to ensure increased representation of women to achieve a minimum of 33 per cent in the force strength of CISF, CRPF and BSF .	pledge	INC	2019	train
4632	We will increase funding for the relevant programmes and work with State Governments to ensure that all arrears are paid immediately .	pledge	INC	2019	train
514	Overall goal is to enhance the competitiveness of the SME sector leading to a larger contribution to our economic growth and employment generation .	no pledge	BJP	2014	train
4003	The nuclear tests and Kargil have brought a whole new dimension to our defence planning and strategy .	no pledge	INC	1999	train
1287	4 . We will support all initiatives to make the higher and lower judiciaries truly representative of the diversity of our society, especially with respect to gender, caste, religion and region .	no pledge	INC	2014	train
1091	For the first time in over two decades, the increase in rural consumption, at 18%, has outpaced urban consumption .	no pledge	INC	2014	train
2651	Its size, reach, recognition, and influence have grown remarkably in recent decades—both nationally and internationally .	no pledge	BJP	2004	train
4389	We will develop Union Territories as models of development and good governance, and ensure the highest quality of living, citizen services and infrastructure for the residents of Union Territories .	no pledge	BJP	2019	train
407	We will take up skill development on a mission mode, at an unprecedented scale .	no pledge	BJP	2014	train
3467	A vision of India which has extended food and social security to the most vulnerable and disadvantaged sections of her society .	no pledge	INC	1999	train
170	mandate digitization of all government work to reduce corruption and delays .	pledge	BJP	2014	train
1187	4 . We are mindful of the fact that while we have worked to increase access to electricity, its availability remains an area of concern .	no pledge	INC	2014	train
1212	4 . We will endeavour to ensure Title Deeds are given to those who have been living on lands for more than two decades .	pledge	INC	2014	train
171	set up High - speed digital highways to unite the nation .	no pledge	BJP	2014	train
732	We will continue our dialogue, engagement and cooperation, with global forums like BRICS, G20, IBSA, SCO and ASEM .	no pledge	BJP	2014	train
4591	The Indian National Congress has been at the forefront of many such battles, and India has always triumphed .	no pledge	INC	2019	train
4768	Foreign Trade Policy will be reviewed and restated within 3 months .	no pledge	INC	2019	train
3363	All principles and ideologies have been abandoned in the quest of new partners .	no pledge	INC	1999	train
4201	Average Current account deficit as a percentage of GDP during this government has been reduced to 1 . 5% from 3 . 3% during 2009 - 14 .	no pledge	BJP	2019	train
3154	The long - pending issue of one - rank, one - pension will once again be re - examined and the satisfactory solution arrived at expeditiously .	no pledge	INC	2004	train
4964	Visa - on - Arrival Scheme will be expanded to include more countries and more categories of visitors .	pledge	INC	2019	train
2713	Tax evasion and corruption will be reduced through administrative measures and end - to - end computerization of the entire tax system .	pledge	BJP	2004	train
1237	Under the Indian National Congress’s leadership, the country is moving towards transformation through ‘Democratisation of Information’ .	no pledge	INC	2014	train
1322	We will continue to support the goodwill nurtured for decades amongst socialist countries .	no pledge	INC	2014	train
2893	The NDA Government shall continue to strengthen the ideal of secularism enshrined in India’s Constitution .	no pledge	BJP	2004	train
4416	Kendriya Vidyalayas and Navodaya Vidyalayas have done yeoman service in the eld of school education .	pledge	BJP	2019	train
2598	States will be encouraged to repeal the Urban Land Ceiling Act, amend the Rent Control Act, and reduce stamp duty on property transactions and lease agreements .	no pledge	BJP	2004	train
4766	Congress promises to review all laws, rules and regulations governing investments within 3 months .	no pledge	INC	2019	train
2900	We will build on these successes to focus on the following objectives in the coming five years .	no pledge	BJP	2004	train
3420	But it is the Congress's abiding commitment to parliamentary democracy and sensitive federalism that has kept the nation together .	no pledge	INC	1999	train
2485	A major push for harnessing non - conventional energy sources .	no pledge	BJP	2004	train
3435	There are about 4500 MPs and MLAs representing a population of 95 crore .	no pledge	INC	1999	train
420	India needs a holistic care system that is universally accessible, affordable and effective and drastically reduces the out of pocket spending on health .	no pledge	BJP	2014	train
1370	The nation needs a determined and decisive leader who has the capacity, commitment and conviction to take command of the situation and lead from the front .	no pledge	BJP	2009	train
5313	Congress promises to : Provide access to all persons to high quality internet at affordable rates ;	no pledge	INC	2019	train
2947	It is the Congress that pioneered the revolution in higher and technical education that has now rendered the Indian brain the most highly valued commodity in the world .	no pledge	INC	2004	train
5062	The BJP Government’s decision to abolish the Planning Commission was thoughtless and absurd .	no pledge	INC	2019	train
1983	The accomplishments of the Congress - led UPA government since May 2004 have been tangible and visible .	no pledge	INC	2009	train
5158	Articles 15 and 16 of the Constitution will be amended to prohibit discrimination on the ground of ‘disability’ or ‘impairment . ’	pledge	INC	2019	train
3440	The Congres's thrust has always been towards vikaas, development, growth .	no pledge	INC	1999	train
422	BJP accords high priority to health sector, which is crucial for securing the economy .	no pledge	BJP	2014	train
4091	An important aspect of the ease of doing business is the ability to enforce contracts and resolve disputes .	no pledge	BJP	2019	train
2478	Our future commitments in this critical sector will be : Elimination of electricity shortages by 2012 ; significant reduction by 2009 .	pledge	BJP	2004	train
4018	The organisations have to be technologically up - to - date at all times .	no pledge	INC	1999	train
203	Initiate the networking of police stations across the country for intelligence sharing and crime control .	no pledge	BJP	2014	train
2206	Four new universities will be established with 50% of the seats reserved for PIO/NRI students .	pledge	INC	2009	train
441	We will ensure a 'Swachh Bharat' by Gandhiji's 150th birth anniversary in 2019, taking it up in mission mode by converging resources and building around jan bhagidari :	pledge	BJP	2014	train
4052	This will be restored and a special effort made to expand India's relationship with South Africa and other countries in the region .	no pledge	INC	1999	train
1639	Private initiatives shall be encouraged within the broad educational priority parameters and provisions for focus groups .	no pledge	BJP	2009	train
4330	With our initiatives, we have successfully reached the stage of ensuring one Medical College for every three Parliamentary Constituencies .	no pledge	BJP	2019	train
2329	The NDA believes that the food processing industry can make our rural economy vibrant in the same manner that IT has made our national economy prosper .	no pledge	BJP	2004	train
3132	A single, simplified law will be enacted to set out the obligations of these enterprises to labour and for safety .	pledge	INC	2004	train
5046	During counting, the count in at least 50 per cent of the EVMs will be matched against the physical count of the voting slips in the corresponding VVPATs .	pledge	INC	2019	train
3048	Reforms of laws and regulations that stand in the way of growth of the services industry will be undertaken .	no pledge	INC	2004	train
3392	In just five years, non - Congress governments have given seven Prime ministers .	no pledge	INC	1999	train
1786	Set up a National Regulatory Authority for private hospitals, nursing homes and special care facilities to ensure quality services, affordable fees and prevent/punish malpractice .	pledge	BJP	2009	train
2901	Further consolidate our strategic partnership with Russia, with a stronger underpinning of economic cooperation .	no pledge	BJP	2004	train
566	We shall modernize existing and operational Airports, and build new ones especially connecting smaller towns and all tourism circuits .	pledge	BJP	2014	train
5103	Nothing will be done or allowed to change the Constitutional position .	pledge	INC	2019	train
1717	Laws to check female foeticide, dowry, child marriage, trafficking, rape and family violence will be reviewed, strengthened and strictly enforced .	no pledge	BJP	2009	train
2424	Long - overdue reforms in the structure and functioning of Indian Railways, its finances, tariff fixation, investment plans, and project implementation will be speedily implemented .	no pledge	BJP	2004	train
1240	1 . The Indian National Congress will ensure that all Indian residents have a unique Aaadhar number .	pledge	INC	2014	train
5097	We promise a time - bound review of all IFR/CFR claims rejected under the Forest Rights Act and disposal within 6 months .	pledge	INC	2019	train
4423	We will set up an Arts, Culture and Music University with a focus on fine arts such as music and dance .	pledge	BJP	2019	train
44	Similarly, we are known by a culture of missing links and lack of last mile connectivity .	no pledge	BJP	2014	train
177	rationalization and convergence among the Ministries, departments and other arms of the Government will be ensured to focus on delivery .	no pledge	BJP	2014	train
3816	Government and industry will work closely together to help prepare a plan of action to cope with the new and emerging challenges in the international trading system .	no pledge	INC	1999	train
647	R&D and Human Resource Development in Environment Technology will be promoted .	no pledge	BJP	2014	train
4194	Within five years, we have turned India into a bright spot that is not only the fastest growing major economy of the world but also enjoys macroeconomic stability .	no pledge	BJP	2019	train
2508	Policy and fiscal support will be provided for doubling steel production capacity in five years .	pledge	BJP	2004	train
5317	Pass a law to provide adequate safeguards against unlawful or excessive surveillance and monitoring and provide for both independent and Parliamentary oversight ;	pledge	INC	2019	train
516	BJP commits to review the existing laws with regards to the cooperative sector, and will amend the multi - state cooperative act to remove lacunae and anomalies .	no pledge	BJP	2014	train
3031	Faster and broad - based economic growth is an essential pre - requisite for accelerating employment generation .	no pledge	INC	2004	train
2496	The Centre will facilitate the creation of a world - class industrial park in every State that is ready to lend necessary support .	no pledge	BJP	2004	train
3811	Confidence will be instilled in the banking community to take normal commercial risks .	no pledge	INC	1999	train
4615	Congress leaders Mahatma Gandhi, Smt . Indira Gandhi, Shri Rajiv Gandhi and Shri Beant Singh made the ultimate sacrifice for India .	no pledge	INC	2019	train
2005	It has considerably strengthened the country’s capacity and capability to deal with both external and internal security challenges .	no pledge	INC	2009	train
2191	The Indian National Congress has also encouraged extensive people - to - people contacts between the two countries, particularly amongst the younger generation .	no pledge	INC	2009	train
1188	The Indian National Congress will work to improve the quality and unit consumption of electricity in rural areas .	pledge	INC	2014	train
2816	Electoral reforms to check the unhealthy influence of money power and prevent criminalization of politics .	no pledge	BJP	2004	train
2017	The Indian National Congress is fully aware that the world economy faces the worst crisis in 50 years .	no pledge	INC	2009	train
4923	Congress promises to substantially expand the capacity of the Armed Forces medical corps and hospitals to cater to the needs of ex - servicemen and their families .	no pledge	INC	2019	train
644	Pollution control mechanisms will be set up on priority basis .	no pledge	BJP	2014	train
1265	3 . The Prevention of Corruption (Amendment) Bill, which enlarges the definition of taking a bribe and covering commercial organizations .	no pledge	INC	2014	train
3774	The pace of construction of hydel projects particularly will be speeded up .	no pledge	INC	1999	train
1344	This was supposed to be a Government that would work for the welfare of the ‘aam admi’ – the common man .	no pledge	BJP	2009	train
1752	The BJP will : Ensure and implement the right for education and vocational training for the disabled .	no pledge	BJP	2009	train
1822	Provide incentives to encourage institutions and individuals to switch over to energy - saving devices and eco - friendly designs for housing and workplace .	no pledge	BJP	2009	train
3526	The eradication of poverty is the single most important objective of national development .	pledge	INC	1999	train
529	For implementing the same, a robust IT network system will be put in place .	no pledge	BJP	2014	train
945	The Indian National Congress will announce a Jobs Agenda within 100 days of forming the government .	no pledge	INC	2014	train
1592	Set up an empowered committee to recommend welfare measures, including a pension scheme, for small traders .	pledge	BJP	2009	train
85	Northeast : Resource rich North - Eastern states are lagging behind in development due to poor governance, systemic corruption and poor delivery of public services .	no pledge	BJP	2014	train
1653	Encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions .	no pledge	BJP	2009	train
2513	The government will launch a new initiative, to be called the Kabir Integrated Handloom Development Project, with an initial allocation of Rs . 1,000 crore .	pledge	BJP	2004	train
611	India has been a knowledge economy and has been a leader in science and technology from the ancient times .	no pledge	BJP	2014	train
1856	A similar but more robust agenda will be crafted by the BJP in power for the welfare of every north - eastern State and the region’s rapid development .	no pledge	BJP	2009	train
820	The total volume of lending was just Rs . 4,000 crore .	no pledge	INC	2014	train
5022	This will prevent post - retirement assignments for serving judges and allow more opportunities for qualified persons to serve as judges or judicial members .	no pledge	INC	2019	train
2192	But the Mumbai attacks have cast a long shadow on the on - going dialogue and engagement process .	no pledge	INC	2009	train
5037	Omit Section 499 of the Indian Penal Code and make ‘defamation’ a civil offence ;	pledge	INC	2019	train
2002	Civil nuclear agreements have been entered into with many countries entirely on our terms .	no pledge	INC	2009	train
2356	Horticulture and floriculture production will be doubled in five years .	pledge	BJP	2004	train
4279	We will take the Mission to a new level through sustainable Solid Waste Management in every village .	pledge	BJP	2019	train
3572	An intensive programme to fill these gaps in a time - bound manner will be launched .	pledge	INC	1999	train
1001	11 . We will focus on development activities for creating social and economic opportunities for Scheduled Tribes .	no pledge	INC	2014	train
2422	A Rs . 5,000 - crore Railway Station Improvement Fund shall be set up to improve passenger amenities in all important railway stations over five years .	pledge	BJP	2004	train
2833	An Administrative Procedural Reforms Commitee will suggest, within six months, how to eliminate unnecessary procedures and simplify others .	pledge	BJP	2004	train
1771	Dynamic intervention is needed to improve income levels where such jobs exist and to create fresh avenues of employment where they do not .	no pledge	BJP	2009	train
717	India has long failed to duly appreciate the full extent and gamut of its soft power potential .	no pledge	BJP	2014	train
2097	The Indian National Congress also proposes to reserve one - third of all central government jobs for women .	pledge	INC	2009	train
103	and address the issues of development and governance of Seemandhra and Telangana .	no pledge	BJP	2014	train
3655	The Maulana Azad National Urdu University in Hyderabad will be given all support to emerge as a centre of excellence .	pledge	INC	1999	train
2908	The NDA is proud of the shining achievements of NRIs and PIOs around the world .	no pledge	BJP	2004	train
5310	We will use the MGNREGA programme to execute public works that will mitigate the impact of disasters such as floods and droughts .	pledge	INC	2019	train
2506	Gas grid quadrilateral covering the entire country will be completed by 2007 .	pledge	BJP	2004	train
1808	The BJP endorses the principle of “common but differentiated responsibilities”, as enshrined in the UN Framework Convention on Climate Change .	no pledge	BJP	2009	train
3051	The Congress will pursue an Agriculture First strategy In resource allocation .	no pledge	INC	2004	train
4505	Besides working to secure and safeguard ‘global commons’, we will strengthen our role as ‘first responder’ for disaster relief and humanitarian assistance and develop partnerships for disaster resilient infrastructure .	no pledge	BJP	2019	train
2303	The Government will give priority attention to strengthening cooperative banks and other cooperative credit institutions .	pledge	BJP	2004	train
2880	Investigation functions would be separated from law & order functions .	no pledge	BJP	2004	train
298	What we need is a quantum jump and a total change .	no pledge	BJP	2014	train
2717	The principal aim of reforms in the banking sector will be to bring efficient banking services to the doorstep of every customer .	no pledge	BJP	2004	train
32	We will do this through public awareness technology enabled e - Governance - minimizing the discretion in the citizen - government interface .	no pledge	BJP	2014	train
1796	Clean drinking water is one of the best barriers against common but often fatal diseases .	no pledge	BJP	2009	train
2301	Our aim will be to create a well - developed farm credit system, which will end the need for farmers to go to money lenders .	no pledge	BJP	2004	train
4890	a . We promise an uncompromising approach and hard measures to put an end to terrorism and to the infiltration of militants .	no pledge	INC	2019	train
3201	Interest rates must be such so as to stimulate not just investments but also provide adequate returns to savers .	no pledge	INC	2004	train
3862	The revenues raised through disinveshnent will be used for designated education, health and social sector programmes and for retiring debt in a progressive manner .	no pledge	INC	1999	train
4029	At the same time, durable and enduring confidence - building measures going beyond mere bus rides will be high on the agenda .	no pledge	INC	1999	train
3115	In addition, there is need to put in place more effective systems of relief and rehabilitation for tribal communities displaced by development projects .	no pledge	INC	2004	train
1328	9 . For Afghanistan, we believe the real threat is not within but from terrorism from beyond its borders .	no pledge	INC	2014	train
3829	They will be given flexibility, freedom of operation and financial autonomy .	no pledge	INC	1999	train
3652	The spread of modern and technical education among the minorities, especially amongst women, is the most important step that any government can take to integrate the minorities into the national mainstream .	no pledge	INC	1999	train
2622	These and other measures will help them thrive in their myriad occupations, and create more employment opportunities .	pledge	BJP	2004	train
1680	Special focus to bring women, SC/STs, OBCs and other weaker sections of society within the ambit of IT - enabled development .	no pledge	BJP	2009	train
730	However, where required we will not hesitate from taking strong stand and steps .	no pledge	BJP	2014	train
1813	Bring about a complete shift in subsidy from chemical fertilisers to rewarding farmers for pursuing conservation and enhancement of local crop varieties, thereby enhancing the conservation of local agro - biodiversity .	pledge	BJP	2009	train
1758	The BJP repudiates the division of Indian society along communal lines which has been fostered by the Congress and the Left in pursuit of their vote - bank politics .	no pledge	BJP	2009	train
2041	Along the lines of NREGA, we will enact a National Food Security Act .	pledge	INC	2009	train
4044	Other regions like Central Asia will also receive special attention .	no pledge	INC	1999	train
1651	Providing necessary autonomy and freedom of functioning for all academic and R&D institutions, while ensuring that science and technology enterprises are fully committed to their social responsibilities and commitments .	no pledge	BJP	2009	train
2589	The NDA Government will prepare India to take advantage of the big shift that is currently taking place in the global economy .	no pledge	BJP	2004	train
656	A country's progress depends upon its resources and how they are harnessed and protected .	no pledge	BJP	2014	train
2448	Further accelerating the revolution in telecom connectivity, which began in 1999, the number of telephones will be increased from 7 crore at present to more than 30 crore by 2009 .	pledge	BJP	2004	train
814	Ten years ago, it was 361 million tonnes per year .	no pledge	INC	2014	train
4042	These will be consolidated and steps taken to deepen the relationships .	no pledge	INC	1999	train
3382	At a time when stability was of the essence, we have got instability .	no pledge	INC	1999	train
4776	Congress promises to reverse these gross distortions and, working closely with the RBI, re - start the process of credit delivery and ensure sufficient liquidity and cash in circulation .	no pledge	INC	2019	train
1631	Close linkages between school education and higher education shall be built into the system .	no pledge	BJP	2009	train
4358	Making India the centre of arbitration - We will increase the number of Alternative Dispute Resolution forums to ensure avenues for quick disposal of matters .	pledge	BJP	2019	train
2625	Women’s SHGs, under the ‘Swashakti’ program, have been particularly successful in increasing family incomes of the rural and urban poor and in advancing the cause of women’s economic empowerment .	no pledge	BJP	2004	train
2700	Laws to check atrocities against SCs, STs, and other weaker sections will be strictly enforced .	no pledge	BJP	2004	train
1190	There still exists a strong disparity between urban and rural areas .	no pledge	INC	2014	train
2818	Reform of ministries to speed up decision making and develop better capabilities for policy formulation and implementation .	no pledge	BJP	2004	train
1235	11 . We will continue to strongly advance and protect India’s interests in inter - national climate and other environmental negotiations .	no pledge	INC	2014	train
1504	The economic recession has only worsened the situation and made it grimmer, especially for workers in the unorganised sector .	no pledge	BJP	2009	train
851	b . We will continue to take firm action to control inflation even in a difficult global economic scenario .	no pledge	INC	2014	train
98	The return of Kashmiri Pandits to the land of their ancestors with full dignity, security and assured livelihood will figure high on the BJP's agenda .	pledge	BJP	2014	train
2196	It will work with both countries to deepen bilateral ties across a wide spectrum of areas for demonstrable mutual benefit .	no pledge	INC	2009	train
4978	Congress will use modern technology along with traditional brick - and - mortar service centres to increase the role of civil society organisations in policy and in decision - making .	no pledge	INC	2019	train
758	BJP commits itself to this task and promises to work relentlessly towards this goal, for which we are seeking sixty months .	no pledge	BJP	2014	train
3750	Special consideration will be given to social development schemes for the well being and welfare of handloom weavers .	no pledge	INC	1999	train
4160	Warehouse Network across the Country - We will build an efficient storage and transport mechanism for agriculture produce .	no pledge	BJP	2019	train
4231	Our government has taken a major step in expanding of ‘Technology Centres’ and we would achieve more than 150 such centres all over the country by 2024 .	pledge	BJP	2019	train
2767	We will promote our traditional systems of medicine, namely Ayurveda, Siddha, Unani, Yoga, and Naturopathy, as also homeopathy .	no pledge	BJP	2004	train
3061	Watershed development projects will be promoted on a large - scale and the wasteland development programme lying dormant these past few years will be revived .	no pledge	INC	2004	train
16	The BJP - led NDA Government's record of holding the prices is a demonstration of our commitment to break the vicious cycle of high inflation and high interest rates .	no pledge	BJP	2014	train
4205	We will continue with our policy in the similar manner – lowering of tax rate thereby rewarding honest tax payers and improving compliance .	no pledge	BJP	2019	train
1436	The BJP’s foreign policy will be based on the principle of enlightened self - interest .	no pledge	BJP	2009	train
3895	The Congress will also enact national disaster management legislation laying down the powers and functions of different agencies entrusted with disaster management responsibilities .	pledge	INC	1999	train
713	In this, we will be firstly guided by our centuries old tradition of Vasudeva Kutumbakam .	no pledge	BJP	2014	train
4334	In a mere span of 5 years, we have increased the number of MBBS seats by 18,000 and that of Postgraduate Medical seats by 12,000 .	no pledge	BJP	2019	train
4627	In order to underline the link between the growth of the industry and services sectors and rapid creation of jobs, Congress will create a new Ministry of Industry, Services and Employment .	pledge	INC	2019	train
4075	In the next five years, we promise to create growth opportunities for all citizens in every aspect of life .	no pledge	BJP	2019	train
4841	We are concerned by the recent failure of some NBFCs that has affected the bond market, mutual funds and the flow of credit .	no pledge	INC	2019	train
2204	A number of measures have been taken to protect the interests of lakhs of Indian workers in the Middle East .	no pledge	INC	2009	train
3633	The policy of reservations in public employment for dalilts, adivasis and OBCs will continue and be implemented vigorously .	pledge	INC	1999	train
3772	The Congress attaches the highest priority to regulatory, organisational, legal and financial reforms in the power sector to enable it to function in a commercial manner .	no pledge	INC	1999	train
3093	The Congress has provided for reservations for Muslims in Kerala and Karnataka in government employment and education on the grounds that they are a socially and educationally backward class .	pledge	INC	2004	train
4949	Congress will ensure that these institutions are easily accessible to children, students, historians and researchers .	no pledge	INC	2019	train
4948	Congress will support government and private efforts to establish museums, art galleries, libraries and archives .	no pledge	INC	2019	train
5076	Congress also launched the National Rural Livelihoods Mission (NRLM – Aajeevika) .	no pledge	INC	2019	train
56	Diverse communities settled in vastly different regions have their own aspirations .	no pledge	BJP	2014	train
3319	We have also shown that our desire for peace and friendship should not be interpreted as weakness but as a firm resolve that aggression shall not be permitted to succeed .	no pledge	BJP	1999	train
4928	They are also the force of choice when there is a breakdown of law and order .	no pledge	INC	2019	train
4600	Digital India, Startup India and Make in India have been colossal failures .	no pledge	INC	2019	train
2977	The misuse of any religion to spread hate and discord in our society Is communalism .	no pledge	INC	2004	train
2965	It was Rajiv Gandhi who declared Swami Vivekananda's birth anniversary on January 12th as National Youth Day .	no pledge	INC	2004	train
2628	Innovative partnerships between SHGs, NGOs, banks, and markets will created .	pledge	BJP	2004	train
4462	Continuing our efforts to promote social and political empowerment, we will ensure that the rights of all forest dwellers are fully protected .	no pledge	BJP	2019	train
565	Every village will be connected through all - weather roads .	pledge	BJP	2014	train
1485	The capacities of Defence Research and Development Organisation will be enhanced .	no pledge	BJP	2009	train
4677	We will address the issues concerning towns and cities including city governance, livelihoods, housing, habitat, pollution, climate change, urban transport and disaster management .	no pledge	INC	2019	train
